domain	topic	top-5	top-10	top-15	top-20
wiki	singapore malaysia indonesia kuala malaysian indonesian penang lumpur malay sultan strait tan sabah klang resident jakarta malaya sarawak aceh federal	2.75	2.3	2.09090909091	2.0
wiki	image article fair copyright original need free message fix purpose box invalid parameter "type=license cover wikipedia rationale license resolution summary	2.72727272727	2.4	1.45454545455	1.91666666667
wiki	press isbn university history oxford vol york cambridge page #if london journal american 2004 society 2002 edition 1997 2001 2003	1.9	1.77777777778	1.5	1.42857142857
wiki	gene need box #if parameter fix invalid message "type=license image pattern license source create creation summary diagram description base 2004	1.27272727273	1.4	1.3	1.11111111111
wiki	*** species bat genus **** mammal fossil whale elephant dinosaur animal extinct find reference snake rat ***** lr/lc mouse tooth	2.2	1.90909090909	2.22222222222	1.58333333333
wiki	space launch rowspan=1 bgcolor mission nasa decay successful #e8eeee debug="scname force air rocket union orbit satellite flight link=soviet apogee apollo	1.28571428571	1.33333333333	1.54545454545	1.54545454545
wiki	usa european germany europe france united country italy canada japan spain australia international netherlands kingdom russia sweden china belgium africa	2.375	2.36363636364	2.45454545455	2.66666666667
wiki	winter temperature snow weather climate ice summer cold wind area hot arctic spring average rain sea air cloud water season	3.0	3.0	2.75	2.75
wiki	university college student campus education school institute faculty science department program engineering degree technology institution graduate business academic center offer	3.0	2.55555555556	2.8	2.77777777778
wiki	award win awards prize academy winner outstanding receive nominate *best international nomination achievement golden category honor special present 2008 2007	2.75	2.6	2.7	2.88888888889
wiki	design project architecture engineering construction engineer architect building build designer plan development architectural complete include planning civil technology develop firm	2.9	2.63636363636	2.63636363636	2.77777777778
wiki	steel material wood glass metal plastic iron hole paper surface produce process cut type manufacture design concrete create size drill	3.0	2.66666666667	2.5	2.55555555556
wiki	canada quebec canadian nova montreal scotia brunswick newfoundland halifax province provincial québec john labrador n/a saint atlantic montréal french federal	2.875	3.0	2.33333333333	2.45454545455
wiki	buddhist buddhism buddha sanskrit spiritual sutra practice yoga meditation temple teaching zen text body guru accord religion hindu mind tradition	2.8	3.0	2.45454545455	2.7
wiki	wine beer drink tea alcohol grape bottle produce brewery coffee liquor beverage region dry variety vineyard ale brand whiskey production	2.90909090909	2.7	2.90909090909	2.72727272727
wiki	zealand cricket match play test wicket run england auckland wellington cricketer innings score ball first-class australia bowler batsman tour team	2.2	2.44444444444	2.72727272727	2.3
wiki	church catholic bishop roman diocese saint priest parish pope holy archbishop mary orthodox methodist congregation episcopal *st john paul cathedral	2.75	2.4	2.9	2.83333333333
wiki	commune department #default france *communes departmentreference département french file insee region village canton links external *insee northern geography south-western website	1.33333333333	1.72727272727	2.2	1.44444444444
wiki	kill death police fire attack dead die shoot murder body bomb victim incident member later force group find suicide officer	3.0	2.88888888889	2.77777777778	2.66666666667
wiki	field particle energy theory physics quantum laser electron wave surface magnetic charge atom material light matter flow radiation force mass	2.84615384615	2.88888888889	2.7	2.77777777778
wiki	music orchestra piano composer symphony major musical composition string compose choir violin quartet concert opera conductor piece chamber concerto minor	3.0	2.7	3.0	2.8
wiki	god christian church christ jesus bible faith religious gospel christianity theology prayer holy lord testament book doctrine paul biblical word	2.66666666667	2.9	2.9	3.0
wiki	power human earth kill destroy attack ability later battle fight defeat create planet force evil control weapon alien form reveal	2.45454545455	2.0	2.55555555556	2.11111111111
wiki	bank financial tax pay money insurance investment company fund loan market finance business asset credit stock interest payment capital debt	2.75	3.0	2.90909090909	2.66666666667
wiki	call tell give find look try think hand ask end show walk head run leave room thing want night start	1.81818181818	1.55555555556	2.0	1.4
wiki	1984 1980 1987 1985 1983 1986 1981 1988 1982 1989 1979 1978 1977 1976 1975 1990 1974 1972 1970 1991	2.6	2.7	2.45454545455	2.66666666667
wiki	bridge store centre mall shopping open shop close chain department retail center location locate include ferry span square links build	2.11111111111	2.8	2.8	2.11111111111
wiki	law act government rule legal require constitution section public rights allow person case authority issue pass bill give order include	3.0	2.66666666667	3.0	2.85714285714
wiki	jack ryan character amy kevin jake julie baby hannah josh steve nick kyle tell friend want max relationship find soap	1.75	1.8	1.77777777778	1.2
wiki	castle build church wall building century stone palace monument statue place tower site style house side chapel stand square design	2.8	2.3	2.72727272727	2.57142857143
wiki	service provide program department public agency federal services include emergency safety facility government office fire center community training support system	2.3	2.44444444444	2.66666666667	2.0
wiki	card player play hand suit game bid point ace trick double board opponent number contract score bridge piece partner deck	2.8	3.0	2.54545454545	2.6
wiki	american bear player politician actor british english harris singer footballer actress football writer musician canadian australian author composer surname *april	1.77777777778	1.2	1.88888888889	1.41666666667
wiki	school student high club sport class boy team girl include field football basketball building campus room program senior offer college	2.85714285714	2.375	2.55555555556	2.75
wiki	1st 2nd 3rd earl baron 4th baronet son 5th 6th title peerage create *sir lord 7th 8th 9th hamilton succeed	1.81818181818	1.7	1.6	2.0
wiki	system service technology mobile network internet phone information communication electronic radar provide computer datum satellite telephone user wireless include digital	2.66666666667	2.90909090909	2.8	2.5
wiki	mountain valley rock range mount mountains peak ridge cave area hill foot form part canyon north geological region slope survey	3.0	3.0	2.5	2.6
wiki	jewish rabbi son jews jew hebrew israel synagogue moses god judaism jerusalem torah ben judah deuteronomy abraham land david talmud	2.9	3.0	2.7	2.72727272727
wiki	irish ireland dublin county cork mac patrick ulster gaelic o'brien all-ireland senior leinster munster northern fianna galway shannon kilkenny belfast	2.5	2.0	2.3	2.3
wiki	district municipality population area town province total region village locate municipal 2006 city website km² reference #default part inhabitant census	2.75	2.44444444444	2.6	2.0
wiki	football usc play afl game carroll kick season rose club rule australian player melbourne trojans 2008 access quarter klein goal	2.7	2.5	2.66666666667	2.45454545455
wiki	aircraft engine wing design speed build weight fly jet air prototype km/h flight version production development mph fighter service maximum	2.9	2.66666666667	2.66666666667	2.6
wiki	lord chancellor exchequer rice powell jenkins lloyd webb chamberlain blair palmerston churchill barber secretary george **william commemoration coalfield john **john	1.9	1.85714285714	1.90909090909	1.77777777778
wiki	bar text till shift fontsize :xs :(-8,5 color :2001 :1971 :1991 :1936 :1981 :1931 :1961 :1921 :1951 :1881 :1871 :1901	2.2	1.66666666667	1.45454545455	1.55555555556
wiki	rights human group black freedom religious movement slave social african community political free religion civil american ethnic united slavery society	2.9	2.44444444444	2.75	2.5
wiki	india indian singh delhi bengal pradesh hindi mumbai punjab bombay kumar bengali calcutta district sabha hindu khan gurdwara congress kashmir	2.6	2.33333333333	2.3	2.125
wiki	system engine machine design fuel control pressure power allow speed pump air load drive cylinder device head high provide tube	2.90909090909	2.7	2.6	2.6
wiki	plant tree species flower leaf grow native seed genus common fruit garden find stem white orchid small links reference green	2.66666666667	2.7	2.66666666667	3.0
wiki	love johnny billy country rock song brothers heart blues girl night bob ray hit jimmy john cole boy singer joe	2.14285714286	2.2	2.09090909091	1.90909090909
wiki	stage tour *2007 figure *2006 *2008 national *2005 *2003 *2004 *2001 skating *2002 *2000 *2009 *1997 road *1999 *1996 junior	1.57142857143	1.875	1.9	1.55555555556
wiki	football yard play nfl game touchdown season pass bowl career team league run draft player field rush quarterback defensive tackle	2.625	2.6	2.83333333333	3.0
wiki	comic comics marvel issue character series spider-man superman book team part mutant avengers batman volume universe vol x-man x-men captain	2.81818181818	2.88888888889	2.8	2.7
wiki	storm hurricane tropical center depression damage wind national september cyclone tornado report warning season atlantic typhoon area form system move	2.71428571429	2.8	2.66666666667	2.66666666667
wiki	louisiana scott orleans johnson evans kelly simpson russell robinson parish carpenter fletcher rouge mills lisa ward karen nancy palmer homer	1.5	1.33333333333	1.11111111111	1.77777777778
wiki	army division regiment military infantry battalion unit corps general brigade officer command war company force commander rank 1st marine colonel	2.875	2.90909090909	2.5	3.0
wiki	citation need camp scout gundam suit mobile scouts girl boy council lodge part scouting base guide unit summer full seed	1.5	1.6	1.9	1.33333333333
wiki	star planet earth mars sun asteroid moon links discover sky external observatory orbit solar :special telescope reference system galaxy database	2.9	2.9	2.63636363636	2.875
wiki	species 2006 red list 2007 iucn habitat family threatened download tropical reference natural endemic july subtropical 2004 find source forest	1.5	1.6	1.33333333333	1.77777777778
wiki	house building build home site historic land mill property open locate estate family original history office move place early park	3.0	2.44444444444	2.44444444444	2.5
wiki	class ="note org ="fn ="adr ="vcard historic register national ="font-size background style text-align :100 :center !colspan=2 a8edef places lower listing	1.25	1.3	1.5	1.125
wiki	food cook serve cheese milk dish meat bean bread cuisine chicken eat sugar hot sauce chocolate sweet call cream recipe	3.0	3.0	2.9	2.88888888889
wiki	station line railway bus service train rail platform route transit open serve transport operate stop track metro tunnel passenger run	2.75	3.0	2.9	3.0
wiki	research science journal institute society scientific university study sciences scientist field laboratory technology publish professor engineering physics chemistry international academy	2.66666666667	2.54545454545	2.63636363636	2.5
wiki	china chinese kong hong korea korean taiwan south republic shanghai lee beijing japanese asian province wong japan seoul mainland kim	2.66666666667	2.6	2.6	2.28571428571
wiki	sell product market brand price sale company customer marketing business offer advertising purchase online consumer buy call item industry store	2.81818181818	2.63636363636	2.45454545455	2.75
wiki	trek star cannon inn) atlantis pirate captive stargate crew afghanistan ship review detainee taliban treasure captain afghan combatant voyager defense	1.11111111111	1.45454545455	1.7	1.6
wiki	king son prince queen royal daughter family princess kingdom father brother death marry die throne crown wife reign title bear	2.875	2.77777777778	2.81818181818	2.5
wiki	white magic dragon ="border-right wizard ring dragons dwarf lord elf rings edition set knights dungeons tolkien fantasy book rule elemental	1.5	1.7	2.11111111111	2.27272727273
wiki	africa african south minister nigeria prime president republic cape sierra congo ghana cameroon algeria zimbabwe leone morocco tanzania country uganda	2.45454545455	2.27272727273	2.66666666667	2.5
wiki	box fix need parameter message invalid "type=license #default#default license summary #default licensing photo source picture cover author domain photograph public	1.55555555556	1.45454545455	1.77777777778	1.625
wiki	street city park avenue area hill east neighborhood south west north downtown district road locate center home square include building	2.9	2.55555555556	2.4	2.3
wiki	hockey season play league team game player nhl draft career ice cup playoff goal professional national stanley franchise stats bear	2.91666666667	3.0	2.9	3.0
wiki	---- hungarian hungary budapest garden botany links plant slovak slovakia external botanical floristic agricultural county linnaeus bratislava lászló józsef ferenc	2.09090909091	1.8	1.55555555556	1.75
wiki	missouri city minnesota kansas county oklahoma iowa nebraska louis arkansas dakota falls u.s. north south minneapolis montana idaho west omaha	2.66666666667	2.45454545455	2.25	2.6
wiki	tom angel vampire buffy dracula julian jerry quinn raven maggie kay willow wesley slayer dawn casey margo grace cordelia willard	2.11111111111	2.0	2.11111111111	2.33333333333
wiki	point ski harvey summit face climb mountain alpine beck ×1 ascent peak resort ×2 skiing tile fell links route top	2.2	1.7	2.625	1.8
wiki	character write describe story review note style love young theme dream play death critic part end experience feel praise place	3.0	2.0	2.33333333333	2.81818181818
wiki	age population household census family income female median united states average mile square bureau race live 2000 100 male town	2.4	2.91666666667	2.9	2.5
wiki	population census district average male female india 2001 literacy retrieved reference village town demographic national area rate commission locate bureau	2.66666666667	2.44444444444	1.9	2.09090909091
wiki	report claim public news times accord question press statement letter call interview controversy ask case write issue believe give later	2.55555555556	2.36363636364	2.2	2.36363636364
wiki	record records music album label release recording artist include producer produce simon hit group solo singer career wonder sign musician	3.0	2.8	2.81818181818	3.0
wiki	portuguese brazil brazilian portugal são rio paulo janeiro lisbon city grande silva porto maria fernando pessoa josé samba carlos pedro	2.36363636364	2.77777777778	2.63636363636	1.77777777778
wiki	1960 1961 1965 1966 1963 1950 1964 1962 1968 1956 1967 1958 1959 1970 1955 1953 1957 1969 1952 1954	2.33333333333	2.3	2.66666666667	2.1
wiki	early begin later continue late include popular number lead remain period major success follow develop change form create history today	2.36363636364	2.0	2.09090909091	1.72727272727
wiki	economic trade union economy production price labor worker market country industry goods economics industrial government rate product income sector increase	2.72727272727	2.75	2.81818181818	2.7
wiki	*the *in *new *american *on **the *black *no honourable *one *all *international *national *it *this *'' links *little *world *an	1.0	1.66666666667	1.2	1.25
wiki	text edition write publish book article publication volume history public english reference incorporate domain translation manuscript author study letter part	2.88888888889	2.7	2.27272727273	2.53846153846
wiki	van dutch netherlands belgium belgian amsterdam der holland den 2005 jan rotterdam antwerp het flemish amersfoort hague part ncf flanders	2.11111111111	2.2	2.0	2.28571428571
wiki	release tibet beat jamaica tibetan blue lama drake 7"-side bentley perry reid jamaican reggae rico dalai marley buster b/w /uk	1.5	1.33333333333	1.36363636364	1.22222222222
wiki	chapter utah alpha fraternity delta sigma salt phi kappa chi university dartmouth college member theta mormon lake smith national beta	2.0	2.6	2.5	2.2
wiki	texas houston dallas austin moore san antonio angelo worth a&m tyler irving bowie fort handbook j.r. testament external lubbock mexico	2.81818181818	2.4	2.0	2.125
wiki	win team game season score final finish lead record point lose victory championship end beat defeat title start top series	3.0	2.6	3.0	3.0
wiki	article information rating page content category media commons domain wikimedia list material relate malta project need place suitable add photograph	2.55555555556	2.66666666667	2.0	2.625
wiki	site website links official external page web *official gray reference profile referencesexternal base information found corporation list .com 2006 .org	2.44444444444	2.0	1.77777777778	1.81818181818
wiki	episode series season show character television play air cast original betty dvd end title pilot main fox abc set release	2.9	2.81818181818	2.71428571429	2.6
wiki	navy uss naval ship states united operation return war patrol arrive coast fleet pearl pacific destroyer harbor august service escort	2.57142857143	2.55555555556	3.0	2.77777777778
wiki	river lake creek water dam canal flow reservoir tributary mile north flood south stream basin bridge valley bank run lower	2.90909090909	2.5	2.63636363636	2.4
wiki	restaurant chain food reed chef location bar pizza shoe open mcdonald café shop reference olive feature cafe guide include chuck	2.5	2.6	2.88888888889	2.55555555556
wiki	george william thomas john jones charles robert james allen kennedy henry graham richard douglas francis frank jr. joseph marshall edward	2.09090909091	2.2	2.125	1.81818181818
wiki	french france paris lyon march pierre toulouse louis alsace english place jean maurice montpellier des charles château marseille lorraine spanish	2.09090909091	2.66666666667	2.6	2.22222222222
wiki	gun war weapon fire vehicle tank missile rifle cold type base range target armoured modern rocket pistol sight ammunition artillery	2.77777777778	3.0	2.75	2.9
wiki	building tower floor center foot city build construction structure room office complete tallest space design mast story square construct roof	2.2	2.72727272727	2.72727272727	2.9
wiki	rider bike bicycle motorcycle ride twin race cycle road cycling wheel course mountain cyclist bailey orienteering gear sport event track	2.5	2.83333333333	2.71428571429	2.27272727273
wiki	president author writer prize director nobel collins professor university founder american current member journalist chairman poet clarke geneticist pioneer historian	2.18181818182	2.45454545455	2.25	2.2
wiki	university college professor school bear study degree graduate receive award serve american career director teach biography fellow harvard institute attend	2.22222222222	2.55555555556	2.44444444444	2.2
wiki	islands republic island territory caribbean guinea trinidad samoa fiji papua estonian tobago zealand saint barbados wallis constitution commonwealth bermuda british	2.7	2.63636363636	2.3	2.55555555556
wiki	find tell leave love return friend father give try meet want later help decide ask story mother young fall end	1.8	1.54545454545	1.36363636364	1.58333333333
wiki	north south west east central western region eastern southern part america asia europe northern middle asian area border country pacific	2.81818181818	2.55555555556	2.18181818182	2.58333333333
wiki	cooper disney ride crater park walt ben roy lunar roller halloween attraction rim coaster open theme reference feature #if locate	1.88888888889	1.6	1.72727272727	1.66666666667
wiki	ship navy naval submarine fleet vessel build sea boat hms launch royal sink british war sail captain crew class service	2.9	3.0	2.72727272727	2.63636363636
wiki	family genus reference species moth database links *c. history museum external lepidoptera butterfly *natural fly becker *a. find noctuidae plant	2.71428571429	1.90909090909	2.0	2.0
wiki	roman emperor rome empire byzantine imperial caesar city marcus augustus julius ancient greek constantinople cult death antioch christian romans century	2.4	2.8	2.6	2.75
wiki	german von der und die berlin des germany friedrich für johann wilhelm karl hans ernst 01944 heinrich heer das vienna	2.44444444444	2.3	2.18181818182	1.81818181818
wiki	talk contrib byte logo #default invalid image history summary fix message need box parameter "type=license license rationale non-free template robot	1.44444444444	1.4	1.375	1.14285714286
wiki	philosophy theory philosopher truth argument philosophical moral logic religion science humanist kierkegaard thought proposition true humanism statement argue ethical popper	2.75	2.66666666667	2.66666666667	2.4
wiki	gold coin silver issue stamp eagle seal note currency pound mint dollar postal design series thor introduce banknote cent strike	2.6	2.77777777778	2.83333333333	2.44444444444
wiki	final team tournament round cup win match competition group championship play place player chess game winner ball champion qualify hold	2.9	2.88888888889	2.90909090909	2.54545454545
wiki	emperor kyrka dynasty empress wang chinese zhang yang yuan han wei imperial tang cao liu sun zhou ming official china	2.36363636364	2.33333333333	2.3	2.4
wiki	court law judge justice case supreme legal federal attorney district states united appeal decision lawyer judicial u.s. appeals bar circuit	2.77777777778	3.0	2.75	2.77777777778
wiki	australia australian south sydney melbourne victoria wales queensland western brisbane government adelaide suburb perth centre tasmania victorian nsw canberra national	2.9	2.5	2.66666666667	2.7
wiki	italian italy rome del milan san maria florence dellum giovanni venice naples serie dus francesco giuseppe renaissance santa bologna carlo	2.71428571429	2.33333333333	2.4	2.4
wiki	election member parliament seat elect party assembly council constituency house minister general labour parliamentary politician liberal conservative legislative commons result	2.55555555556	2.9	2.42857142857	2.83333333333
wiki	serbian bulgarian serbia croatian bulgaria croatia bosnia yugoslavia kosovo herzegovina belgrade sofia albanian republic slovenia montenegro macedonia bosnian serb part	2.3	2.7	2.6	2.11111111111
wiki	israel israeli palestinian arab palestine jerusalem lebanon jewish hebrew tel lebanese syria gaza 2006 aviv 1948 middle jordan east arabic	2.81818181818	2.77777777778	2.22222222222	2.30769230769
wiki	thai thailand milton stewart beatles barnes bangkok harrison district province #endnote_ lennon mccartney ban tambon part nation siam burma pride	1.46153846154	1.4	1.28571428571	1.33333333333
wiki	die french napoleon revolution july bear october january april governor charles death later september august december royal colony 1812 june	2.54545454545	1.55555555556	1.27272727273	1.63636363636
wiki	german germany berlin austria austrian district east munich hitler nazi part deutsche municipality hamburg links vienna war bad lower prussian	2.88888888889	2.72727272727	2.5	2.4
wiki	sri bell lanka shaw caroline lankan pierce ramana emerson colombo tamil ceylon opal series number liss david goodwin sinhalese cymbal	1.36363636364	1.45454545455	1.4	1.3
wiki	doctor toy robot series monster transformers beast character universe autobot doll tiger decepticon story part transformer planet audio release wars	1.5	2.1	2.0	2.0
wiki	art artist painting gallery museum painter exhibition paint arts sculpture portrait collection include fine show contemporary exhibit create artistic design	2.88888888889	3.0	2.9	2.83333333333
wiki	film mr. star movie database mrs. internet links lady cast jane woman mary direct american helen ruth harry external miss	2.08333333333	1.7	1.5	1.4
wiki	fashion model magazine designer woman wear hair design brooks style playboy dress girl clothing look cover feature show costume american	2.90909090909	2.875	2.66666666667	2.5
wiki	flight pilot airport crash fly aircraft plane aviation air landing information runway accident balloon glider faa helicopter links land crew	3.0	2.66666666667	2.72727272727	2.72727272727
wiki	city town area village population local locate region part community river main road small north place history capital district include	3.0	2.91666666667	2.42857142857	2.44444444444
wiki	message box need fix invalid parameter refer #default "type=disambig "type=content place disambiguation "type=style term follow "type=setindex mean surname fictional town	1.54545454545	1.6	2.0	1.66666666667
wiki	1930 1917 1920 1916 1928 1919 1921 die 1929 1915 1918 1914 1925 1933 1924 1922 1927 1923 1932 alexander	2.7	2.16666666667	2.09090909091	2.0
wiki	peter john michael taylor david james robert paul harry ian baker mark stephen richard andrew martin roberts mitchell stuart sarah	2.22222222222	2.45454545455	2.4	2.1
wiki	tour arizona golf open club win phoenix course amateur play championship professional pga brock links event official tournament u.s. woods	2.45454545455	2.9	2.75	2.83333333333
wiki	anime series manga character japanese english voice girl voiced sailor volume theme network episode release drama nana story star japan	2.625	2.33333333333	2.81818181818	2.44444444444
wiki	latd<-90 latd>90 latm<0 longm<0 coordinates longs<0 lats<0 locate village links reference town external municipality community map population referencescoordinate location county	2.0	1.66666666667	1.72727272727	2.0
wiki	david john mike paul lee steve davis chris jim mark bob michael bill dave clark tom tony scott joe gary	2.0	2.0	2.0	1.90909090909
wiki	century history early 19th modern 20th period late 18th middle 17th medieval later historical 16th english europe culture date origin	2.7	2.6	2.54545454545	2.54545454545
wiki	route road highway north interstate east run south u.s. mile west section traffic pass exit end interchange terminus lane junction	2.58333333333	2.9	2.88888888889	2.54545454545
wiki	japanese japan tokyo prefecture imperial osaka period samurai kyoto external edo fujiwara fuji clan meiji links tokugawa emperor hokkaidō hiroshima	2.63636363636	2.0	2.7	2.25
wiki	stadium home england arena manchester football capacity wembley host group park london stand sheffield seat june field match ground hold	2.7	2.77777777778	2.2	2.45454545455
wiki	poland voivodeship village county gmina district administrative 2008-06-01 kilometre lie approximately wikipedia latd<-90 latd>90 :ipa referencescoordinate regional capital longm<0 latm<0	1.28571428571	1.27272727273	1.4	1.1
wiki	#aaa 1px style 0px border-style :solid ='border-width :#aaa border-color align=center :1px ;border-color :black bgcolor '#f2f2f2' 2px :2px ='border rowspan solid	2.0	1.66666666667	1.5	2.0
wiki	2009 2008 retrieve july march october april november june august september january february december 2007 access david 2010 select reference	1.36363636364	1.88888888889	2.27272727273	1.7
wiki	congress serve states united cemetery elect representative u.s. bear law member biographical practice directory march maine school governor house convention	1.9	2.11111111111	2.11111111111	1.9
wiki	airport international air airline airlines flight terminal service passenger operate aircraft transport airways boeing aviation destination fleet cargo regional city	3.0	3.0	2.63636363636	2.55555555556
wiki	show host television series comedy air feature radio episode live version program include bbc week celebrity broadcast special run segment	3.0	3.0	2.81818181818	2.5
wiki	camera image photography lens light digital film volume slr number kodak photographer color print system modern photograph photo filter issn	2.9	2.5	2.6	2.875
wiki	martin williams murphy dan nelson judge lucas brooke 2000 kirk dredd keith eden dante charlie phil sandford later den peters	1.6	1.55555555556	1.45454545455	1.11111111111
wiki	william die bear later john march february august july december reference 1890 charles 1860 1870 1868 1872 october 1876 april	1.5	1.2	1.3	1.54545454545
wiki	chemical acid form reaction compound process cell water chemistry liquid hydrogen material structure ion metal salt organic temperature gas #if	2.75	2.6	3.0	2.4
wiki	canada columbia canadian british alberta vancouver arm saskatchewan campbell coat manitoba calgary winnipeg provincial edmonton community province northwest fraser regina	3.0	2.4	2.2	2.3
